georeference,ada_notes,ada,south_direction_label,north_direction_label,gtfs_longitude,gtfs_latitude,structure,daytime_routes,borough,stop_name,line,division,gtfs_stop_id,complex_id,station_id
POINT (-73.957757 40.708359),,1,Manhattan,Jamaica - Middle Village,-73.957757,40.708359,Elevated,J M Z,Bk,Marcy Av,Jamaica,BMT,M16,101,101
POINT (-73.989938 40.723402),,0,Downtown & Brooklyn,Uptown & Queens,-73.989938,40.723402,Subway,F,M,2 Av,6th Av - Culver,IND,F14,232,232
POINT (-73.847036 40.836488),,0,Manhattan,Pelham Bay Park,-73.847036,40.836488,Elevated,6,Bx,Zerega Av,Pelham,IRT,606,364,364
POINT (-73.891394 40.746848),,1,Manhattan,Flushing,-73.891394,40.746848,Elevated,7,Q,74 St-Broadway,Flushing,IRT,710,616,454
POINT (-73.95326 40.759145),,1,Manhattan,Queens,-73.95326,40.759145,Subway,F,M,Roosevelt Island,63rd St,IND,B06,222,222
POINT (-74.200064 40.525507),,0,Tottenville,St George,-74.200064,40.525507,Open Cut,SIR,SI,Prince's Bay,Staten Island,SIR,S15,517,517
POINT (-73.905227 40.85041),,0,Manhattan,Bedford Pk Blvd & 205 St,-73.905227,40.85041,Subway,B D,Bx,Tremont Av,Concourse,IND,D07,215,215
POINT (-73.968379 40.799446),,0,Downtown,Uptown & The Bronx,-73.968379,40.799446,Subway,1,M,103 St,Broadway - 7Av,IRT,119,309,309
POINT (-73.86001 40.692435),,0,Manhattan,Jamaica,-73.86001,40.692435,Elevated,J,Q,85 St-Forest Pkwy,Jamaica,BMT,J16,84,84
POINT (-73.95085 40.662742),,0,Flatbush,Manhattan,-73.95085,40.662742,Subway,2 5,Bk,Sterling St,Nostrand,IRT,242,354,354
POINT (-73.986229 40.755983),,1,Grand Central,,-73.986229,40.755983,Subway,S,M,Times Sq-42 St,Lexington - Shuttle,IRT,902,611,468
POINT (-73.94067 40.711926),,1,Canarsie - Rockaway Parkway,Manhattan,-73.94067,40.711926,Subway,L,Bk,Grand St,Canarsie,BMT,L12,123,123
POINT (-73.980492 40.688246),,0,Flatbush - Utica - New Lots,Manhattan,-73.980492,40.688246,Subway,2 3 4 5,Bk,Nevins St,Eastern Pky,IRT,234,337,337
POINT (-74.136907 40.5564),,0,Tottenville,St George,-74.136907,40.5564,Embankment,SIR,SI,Bay Terrace,Staten Island,SIR,S20,512,512
POINT (-74.000201 40.737826),,0,Downtown & Brooklyn,Uptown & The Bronx,-74.000201,40.737826,Subway,1 2 3,M,14 St,Broadway - 7Av,IRT,132,601,322
POINT (-73.987823 40.749719),,1,Downtown & Brooklyn,Uptown & The Bronx - Queens,-73.987823,40.749719,Subway,B D F M,M,34 St-Herald Sq,6th Av - Culver,IND,D17,607,227
POINT (-73.783817 40.712646),,1,Manhattan,,-73.783817,40.712646,Subway,F,Q,Jamaica-179 St,Queens Blvd,IND,F01,254,254
POINT (-73.912385 40.69943),,1,Metropolitan Av,Manhattan,-73.912385,40.69943,Elevated,M,Bk,Myrtle-Wyckoff Avs,Myrtle Av,BMT,M08,630,112
POINT (-73.898654 40.676992),,0,Manhattan,Jamaica,-73.898654,40.676992,Elevated,J,Bk,Alabama Av,Jamaica,BMT,J24,91,91
POINT (-73.879159 40.828584),,0,Manhattan,Pelham Bay Park,-73.879159,40.828584,Elevated,6,Bx,Elder Av,Pelham,IRT,611,369,369
POINT (-73.830834 40.8883),,0,Manhattan,,-73.830834,40.8883,At Grade,5,Bx,Eastchester-Dyre Av,Dyre Av,IRT,501,442,442
POINT (-73.981637 40.762862),,0,Downtown & Brooklyn,Uptown & The Bronx - Queens,-73.981637,40.762862,Subway,B D E,M,7 Av,Queens Blvd,IND,D14,277,277
POINT (-73.956848 40.68138),,1,Euclid Av,Manhattan,-73.956848,40.68138,Subway,C,Bk,Franklin Av,8th Av - Fulton St,IND,A45,627,178
POINT (-73.996895 40.626472),,1,Coney Island,Manhattan,-73.996895,40.626472,Elevated,D,Bk,62 St,West End,BMT,B16,615,63
POINT (-73.986829 40.597704),,0,Coney Island,Manhattan,-73.986829,40.597704,Elevated,D,Bk,25 Av,West End,BMT,B22,69,69
POINT (-73.813641 40.588034),,0,Rockaway Park,Manhattan,-73.813641,40.588034,Viaduct,A S,Q,Beach 90 St,Rockaway,IND,H12,200,200
POINT (-73.993391 40.752287),,1,Downtown & Brooklyn,Uptown - Queens,-73.993391,40.752287,Subway,A C E,M,34 St-Penn Station,8th Av - Fulton St,IND,A28,164,164
POINT (-73.992629 40.730328),,0,Downtown & Brooklyn,Uptown & Queens,-73.992629,40.730328,Subway,R W,M,8 St-NYU,Broadway - Brighton,BMT,R21,16,16
POINT (-73.961639 40.62927),,1,Brighton Beach & Coney Island,Manhattan,-73.961639,40.62927,Open Cut,Q,Bk,Avenue H,Broadway - Brighton,BMT,D32,48,48
POINT (-73.90324 40.678856),,0,Canarsie - Rockaway Parkway,Manhattan,-73.90324,40.678856,Elevated,L,Bk,Broadway Junction,Canarsie,BMT,L22,621,132
POINT (-73.924016 40.743781),,0,Manhattan,Flushing,-73.924016,40.743781,Elevated,7,Q,40 St-Lowery St,Flushing,IRT,715,459,459
POINT (-73.880049 40.840295),,0,Manhattan,Wakefield - Eastchester,-73.880049,40.840295,Elevated,2 5,Bx,West Farms Sq-E Tremont Av,Lenox - White Plains Rd,IRT,214,427,427
POINT (-74.006571 40.709416),,1,Downtown & Brooklyn,Uptown & The Bronx,-74.006571,40.709416,Subway,2 3,M,Fulton St,Clark St,IRT,229,628,332
POINT (-73.948916 40.742216),,0,Manhattan,Flushing,-73.948916,40.742216,Subway,7,Q,Hunters Point Av,Flushing,IRT,720,463,463
POINT (-73.947478 40.7906),,0,Downtown,Uptown & The Bronx,-73.947478,40.7906,Subway,6,M,103 St,Lexington Av,IRT,624,395,395
POINT (-73.990151 40.692404),Manhattan-bound only,2,Flatbush - Utica,Manhattan,-73.990151,40.692404,Subway,4 5,Bk,Borough Hall,Eastern Pky,IRT,423,620,415
POINT (-73.954449 40.731352),,1,Church Av,Queens,-73.954449,40.731352,Subway,G,Bk,Greenpoint Av,Crosstown,IND,G26,283,283
POINT (-73.92227 40.68963),,0,Manhattan,Jamaica,-73.92227,40.68963,Elevated,J Z,Bk,Gates Av,Jamaica,BMT,J30,95,95
POINT (-73.967967 40.762526),,0,Downtown & Brooklyn,Uptown & The Bronx,-73.967967,40.762526,Subway,4 5 6,M,59 St,Lexington Av,IRT,629,613,400
POINT (-73.958424 40.768799),,1,Downtown & Brooklyn,Uptown,-73.958424,40.768799,Subway,Q,M,72 St,Second Av,IND,Q03,477,477
POINT (-73.936245 40.820421),,0,Downtown & Brooklyn,148 St,-73.936245,40.820421,Subway,3,M,145 St,Lenox - White Plains Rd,IRT,302,437,437
POINT (-73.825798 40.685951),,1,,Manhattan,-73.825798,40.685951,Elevated,A,Q,Ozone Park-Lefferts Blvd,Liberty Av,IND,A65,195,195
POINT (-73.828294 40.700492),,0,Manhattan,Jamaica,-73.828294,40.700492,Elevated,J Z,Q,121 St,Jamaica,BMT,J12,80,80
POINT (-73.948411 40.639967),,0,Flatbush,Manhattan,-73.948411,40.639967,Subway,2 5,Bk,Newkirk Av-Little Haiti,Nostrand,IRT,246,358,358
POINT (-73.898453 40.749669),,0,Manhattan,Forest Hills,-73.898453,40.749669,Subway,M R,Q,65 St,Queens Blvd,IND,G15,268,268
POINT (-73.964375 40.671987),,1,Flatbush - New Lots,Manhattan,-73.964375,40.671987,Subway,2 3,Bk,Eastern Pkwy-Brooklyn Museum,Eastern Pky,IRT,238,341,341
POINT (-73.899485 40.650573),,0,Canarsie - Rockaway Parkway,Manhattan,-73.899485,40.650573,At Grade,L,Bk,East 105 St,Canarsie,BMT,L28,137,137
POINT (-73.918425 40.703811),,0,Canarsie - Rockaway Parkway,Manhattan,-73.918425,40.703811,Subway,L,Bk,DeKalb Av,Canarsie,BMT,L16,127,127
POINT (-73.90087 40.884667),,0,Manhattan,242 St,-73.90087,40.884667,Elevated,1,Bx,238 St,Broadway - 7Av,IRT,103,294,294
POINT (-73.929575 40.756804),,0,Manhattan,Astoria - Ditmars Blvd,-73.929575,40.756804,Elevated,N W,Q,36 Av,Astoria,BMT,R06,5,5
POINT (-73.975776 40.650782),,0,Church Av - Coney Island,Manhattan - Queens,-73.975776,40.650782,Subway,F G,Bk,Fort Hamilton Pkwy,6th Av - Culver,IND,F26,242,242
POINT (-73.989779 40.670272),,0,Church Av - Coney Island,Manhattan - Queens,-73.989779,40.670272,Viaduct,F G,Bk,4 Av-9 St,6th Av - Culver,IND,F23,608,239
POINT (-73.889601 40.711396),,1,,Manhattan,-73.889601,40.711396,Elevated,M,Q,Middle Village-Metropolitan Av,Myrtle Av,BMT,M01,108,108
POINT (-74.006886 40.719318),,0,Downtown,Uptown & The Bronx,-74.006886,40.719318,Subway,1,M,Franklin St,Broadway - 7Av,IRT,136,326,326
POINT (-73.878855 40.874811),,0,Manhattan,,-73.878855,40.874811,Subway,D,Bx,Norwood-205 St,Concourse,IND,D01,210,210
POINT (-73.953676 40.822008),,0,Downtown,Uptown & The Bronx,-73.953676,40.822008,Subway,1,M,137 St-City College,Broadway - 7Av,IRT,115,305,305
POINT (-73.904098 40.812118),,1,Manhattan,Pelham Bay Park,-73.904098,40.812118,Subway,6,Bx,E 149 St,Pelham,IRT,615,373,373
POINT (-73.937243 40.748973),,1,Manhattan,Forest Hills - Jamaica,-73.937243,40.748973,Subway,E M R,Q,Queens Plaza,Queens Blvd,IND,G21,273,273
POINT (-73.867164 40.871356),,0,Manhattan,Wakefield - 241 St,-73.867164,40.871356,Elevated,2 5,Bx,Burke Av,Lenox - White Plains Rd,IRT,209,422,422
POINT (-74.006978 40.713282),,0,Downtown & Brooklyn,Uptown & Queens,-74.006978,40.713282,Subway,R W,M,City Hall,Broadway,BMT,R24,20,20
POINT (-73.911946 40.67834),,0,Euclid Av,Manhattan,-73.911946,40.67834,Subway,C,Bk,Rockaway Av,8th Av - Fulton St,IND,A50,183,183
POINT (-73.858992 40.679371),,0,Lefferts - Rockaways,Manhattan,-73.858992,40.679371,Elevated,A,Q,80 St,Liberty Av,IND,A59,190,190
POINT (-73.986599 40.739864),,1,Downtown,Uptown & The Bronx,-73.986599,40.739864,Subway,6,M,23 St,Lexington Av,IRT,634,405,405
POINT (-73.955929 40.5993),,0,Brighton Beach & Coney Island,Manhattan,-73.955929,40.5993,Open Cut,Q,Bk,Avenue U,Broadway - Brighton,BMT,D37,52,52
POINT (-73.998091 40.660397),,0,Bay Ridge - 95 St,Manhattan,-73.998091,40.660397,Subway,R,Bk,25 St,4th Av,BMT,R35,31,31
POINT (-73.939561 40.840719),,1,Downtown & Brooklyn,207 St,-73.939561,40.840719,Subway,A C,M,168 St,8th Av - Fulton St,IND,A09,605,148
POINT (-73.852719 40.726523),,0,Manhattan,Forest Hills,-73.852719,40.726523,Subway,M R,Q,67 Av,Queens Blvd,IND,G09,262,262
POINT (-74.003739 40.726227),,0,Downtown & Brooklyn,Uptown - Queens,-74.003739,40.726227,Subway,C E,M,Spring St,8th Av - Fulton St,IND,A33,168,168
POINT (-74.02551 40.629742),,0,95 St,Manhattan,-74.02551,40.629742,Subway,R,Bk,77 St,4th Av,BMT,R43,37,37
POINT (-74.000193 40.718803),,1,Downtown,Uptown & The Bronx,-74.000193,40.718803,Subway,6,M,Canal St,Lexington Av,IRT,639,623,410
POINT (-73.90177 40.819585),,0,Manhattan,Wakefield - Eastchester,-73.90177,40.819585,Elevated,2 5,Bx,Prospect Av,Lenox - White Plains Rd,IRT,219,432,432
POINT (-73.981929 40.768247),,1,Downtown,Uptown & The Bronx,-73.981929,40.768247,Subway,1,M,59 St-Columbus Circle,Broadway - 7Av,IRT,125,614,315
POINT (-73.83003 40.7596),,1,Manhattan,,-73.83003,40.7596,Subway,7,Q,Flushing-Main St,Flushing,IRT,701,447,447
POINT (-73.929412 40.855225),,0,Downtown,Uptown & The Bronx,-73.929412,40.855225,Subway,1,M,191 St,Broadway - 7Av,IRT,110,300,300
POINT (-73.947649 40.817894),,0,Downtown & Brooklyn,Uptown & The Bronx,-73.947649,40.817894,Subway,B C,M,135 St,8th Av - Fulton St,IND,A14,152,152
POINT (-73.950234 40.700377),,0,Church Av,Queens,-73.950234,40.700377,Subway,G,Bk,Flushing Av,Crosstown,IND,G31,287,287
POINT (-73.900741 40.856093),,0,Manhattan,Bedford Pk Blvd & 205 St,-73.900741,40.856093,Subway,B D,Bx,182-183 Sts,Concourse,IND,D06,214,214
POINT (-73.851576 40.693879),,0,Manhattan,Jamaica,-73.851576,40.693879,Elevated,J Z,Q,Woodhaven Blvd,Jamaica,BMT,J15,83,83
POINT (-73.92261 40.664717),,0,New Lots,Manhattan,-73.92261,40.664717,Elevated,3,Bk,Sutter Av-Rutland Rd,Eastern Pky,IRT,251,346,346
POINT (-73.903879 40.858407),,0,Manhattan,Woodlawn,-73.903879,40.858407,Elevated,4,Bx,183 St,Jerome Av,IRT,408,383,383
POINT (-73.928781 40.752039),,0,Manhattan,Forest Hills,-73.928781,40.752039,Subway,M R,Q,36 St,Queens Blvd,IND,G20,272,272
POINT (-74.071402 40.621319),,0,Tottenville,St George,-74.071402,40.621319,Elevated,SIR,SI,Clifton,Staten Island,SIR,S28,504,504
POINT (-73.768175 40.595398),,0,Far Rockaway,Manhattan,-73.768175,40.595398,Viaduct,A,Q,Beach 36 St,Rockaway,IND,H09,207,207
POINT (-73.907807 40.81649),,0,Manhattan,Wakefield - Eastchester,-73.907807,40.81649,Elevated,2 5,Bx,Jackson Av,Lenox - White Plains Rd,IRT,220,433,433
POINT (-73.976127 40.625322),,0,Coney Island,Manhattan,-73.976127,40.625322,Elevated,F,Bk,Avenue I,6th Av - Culver,IND,F31,246,246
POINT (-73.986751 40.701397),,0,Coney Island,Manhattan,-73.986751,40.701397,Subway,F,Bk,York St,6th Av - Culver,IND,F18,235,235
POINT (-73.878751 40.886037),,0,Manhattan,,-73.878751,40.886037,Elevated,4,Bx,Woodlawn,Jerome Av,IRT,401,378,378
POINT (-73.994324 40.646292),,0,Coney Island,Manhattan,-73.994324,40.646292,Open Cut,D,Bk,9 Av,West End,BMT,B12,59,59
POINT (-73.956872 40.717304),,1,Canarsie - Rockaway Parkway,Manhattan,-73.956872,40.717304,Subway,L,Bk,Bedford Av,Canarsie,BMT,L08,120,120
POINT (-73.96007 40.688873),,0,Church Av,Queens,-73.96007,40.688873,Subway,G,Bk,Classon Av,Crosstown,IND,G34,290,290
POINT (-73.981848 40.611815),,0,Coney Island,Manhattan,-73.981848,40.611815,Open Cut,N,Bk,Bay Pkwy,Sea Beach,BMT,N07,76,76
POINT (-73.980658 40.764664),,1,Downtown & Brooklyn,Uptown & Queens,-73.980658,40.764664,Subway,N Q R W,M,57 St-7 Av,Broadway - Brighton,BMT,R14,9,9
POINT (-73.991777 40.6941),,0,Bay Ridge - 95 St,Manhattan,-73.991777,40.6941,Subway,R,Bk,Court St,Broadway,BMT,R28,620,24
POINT (-73.857473 40.893193),,1,Manhattan,Wakefield - 241 St,-73.857473,40.893193,Elevated,2 5,Bx,233 St,Lenox - White Plains Rd,IRT,205,418,418
POINT (-73.957624 40.674772),,1,Prospect Park,Franklin Av,-73.957624,40.674772,Open Cut,S,Bk,Park Pl,Franklin Shuttle,BMT,S03,141,141
POINT (-74.009781 40.712582),,1,,Uptown - Queens,-74.009781,40.712582,Subway,E,M,World Trade Center,8th Av - Fulton St,IND,E01,624,171
POINT (-73.97192 40.757107),,1,Downtown,Uptown & The Bronx,-73.97192,40.757107,Subway,6,M,51 St,Lexington Av,IRT,630,612,401
POINT (-74.002578 40.739777),,1,Brooklyn,,-74.002578,40.739777,Subway,L,M,8 Av,Canarsie,BMT,L01,618,115
POINT (-73.968501 40.576312),,0,Stillwell Av,Manhattan,-73.968501,40.576312,Elevated,Q,Bk,Ocean Pkwy,Broadway - Brighton,BMT,D41,56,56
POINT (-73.890358 40.67271),,0,Euclid Av,Manhattan,-73.890358,40.67271,Subway,C,Bk,Van Siclen Av,8th Av - Fulton St,IND,A53,186,186
POINT (-73.927351 40.818375),,0,Manhattan,Woodlawn,-73.927351,40.818375,Subway,4,Bx,149 St-Grand Concourse,Jerome Av,IRT,415,603,390
POINT (-73.889395 40.665449),,0,New Lots,Manhattan,-73.889395,40.665449,Elevated,3,Bk,Van Siclen Av,Eastern Pky,IRT,256,351,351
POINT (-73.972143 40.781433),,0,Downtown & Brooklyn,Uptown & The Bronx,-73.972143,40.781433,Subway,B C,M,81 St-Museum of Natural History,8th Av - Fulton St,IND,A21,159,159
POINT (-73.820574 40.709179),,0,Manhattan,Jamaica,-73.820574,40.709179,Subway,E F,Q,Briarwood,Queens Blvd,IND,F05,258,258
POINT (-73.97881 40.683666),,1,Coney Island - Bay Ridge,Manhattan,-73.97881,40.683666,Subway,D N R,Bk,Atlantic Av-Barclays Ctr,4th Av,BMT,R31,617,27
POINT (-73.95036 40.826551),,0,Downtown,Uptown & The Bronx,-73.95036,40.826551,Subway,1,M,145 St,Broadway - 7Av,IRT,114,304,304
POINT (-73.972367 40.67705),,0,Brighton Beach & Coney Island,Manhattan,-73.972367,40.67705,Subway,B Q,Bk,7 Av,Broadway - Brighton,BMT,D25,41,41
POINT (-73.993365 40.747215),,0,Downtown,Uptown & The Bronx,-73.993365,40.747215,Subway,1,M,28 St,Broadway - 7Av,IRT,129,319,319
POINT (-73.874516 40.829521),,0,Manhattan,Pelham Bay Park,-73.874516,40.829521,Elevated,6,Bx,Morrison Av-Soundview,Pelham,IRT,610,368,368
POINT (-74.003401 40.713243),,1,Broad St,Brooklyn,-74.003401,40.713243,Subway,J Z,M,Chambers St,Jamaica,BMT,M21,622,105
POINT (-73.91844 40.833771),,0,Manhattan,Bedford Pk Blvd & 205 St,-73.91844,40.833771,Subway,B D,Bx,167 St,Concourse,IND,D10,218,218
POINT (-74.242096 40.516578),,1,Tottenville,St George,-74.242096,40.516578,At Grade,SIR,SI,Arthur Kill,Staten Island,SIR,S11,523,523
POINT (-73.835592 40.580903),,1,,Manhattan,-73.835592,40.580903,At Grade,A S,Q,Rockaway Park-Beach 116 St,Rockaway,IND,H15,203,203
POINT (-74.103338 40.583591),,0,Tottenville,St George,-74.103338,40.583591,Embankment,SIR,SI,Jefferson Av,Staten Island,SIR,S24,508,508
POINT (-73.880039 40.68141),,0,Manhattan,Jamaica,-73.880039,40.68141,Elevated,J Z,Bk,Norwood Av,Jamaica,BMT,J21,88,88
POINT (-73.842952 40.839892),,0,Manhattan,Pelham Bay Park,-73.842952,40.839892,Elevated,6,Bx,Westchester Sq-E Tremont Av,Pelham,IRT,604,363,363
POINT (-73.953431 40.70687),,0,Manhattan,Jamaica - Middle Village,-73.953431,40.70687,Elevated,J M,Bk,Hewes St,Jamaica,BMT,M14,100,100
POINT (-73.8627 40.749865),,0,Manhattan,Flushing,-73.8627,40.749865,Elevated,7,Q,103 St-Corona Plaza,Flushing,IRT,706,450,450
POINT (-73.993753 40.718267),,1,Brooklyn,Uptown & The Bronx,-73.993753,40.718267,Subway,B D,M,Grand St,6th Av - Culver,IND,D22,231,231
POINT (-73.953581 40.742626),,0,Manhattan,Flushing,-73.953581,40.742626,Subway,7,Q,Vernon Blvd-Jackson Av,Flushing,IRT,721,464,464
POINT (-73.972361 40.603217),,0,Coney Island,Manhattan,-73.972361,40.603217,Elevated,F,Bk,Kings Hwy,6th Av - Culver,IND,F35,250,250
POINT (-73.962982 40.650527),,0,Brighton Beach & Coney Island,Manhattan,-73.962982,40.650527,Open Cut,B Q,Bk,Church Av,Broadway - Brighton,BMT,D28,44,44
POINT (-73.93418 40.859022),,0,Downtown & Brooklyn,207 St,-73.93418,40.859022,Subway,A,M,190 St,8th Av - Fulton St,IND,A05,145,145
POINT (-73.860495 40.854364),,0,Manhattan,Eastchester - Dyre Av,-73.860495,40.854364,Open Cut,5,Bx,Morris Park,Dyre Av,IRT,505,446,446
